game_id,agent1_name,agent2_name,winner,starter,total_moves,total_duration,agent1_avg_time,agent2_avg_time,agent1_max_time,agent2_max_time,seed
0,MCTS_C2.0,Baseline_Greedy,MCTS_C2.0,agent1,21,16.758780899999692,1.3547249454538608,0.1849645699992834,2.451037200000428,0.2438073000012082,239081663
1,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,9,8.37069960000008,1.8530579749995013,0.19124633999963409,2.4516651000012644,0.2572906999994302,53710184
2,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,10,11.080162099999143,1.9806261600002473,0.23468503999974927,2.4997118999999657,0.4797409000020707,590620971
3,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,9,8.37980779999998,1.8524449500000628,0.19350051999936113,2.451123299997562,0.25903489999836893,525901256
4,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,10,10.785902199997508,1.9730429600014758,0.18354079999990064,2.450645600001735,0.24966219999987516,479341423
5,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,9,8.41448720000335,1.8528401999992639,0.20016342000017176,2.453371199997491,0.26859350000086124,299655412
6,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,10,10.866381499999989,1.9706266200002573,0.20211660000059056,2.4509698000001663,0.30074790000071516,220106707
7,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,9,8.405752499998925,1.8534905500000605,0.19786801999944145,2.456687599998986,0.26474949999828823,186699713
8,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,10,10.830839299997024,1.9708550600007584,0.19467963999995846,2.451887200000783,0.2646242999981041,906070220
9,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,9,8.387418700000126,1.8509740499994223,0.1963095399994927,2.448581099997682,0.2694167000008747,68252793
10,MCTS_C2.0,Baseline_Greedy,MCTS_C2.0,agent1,19,14.274619200001325,1.2471913500001393,0.19948976666677887,2.4579526000015903,0.2729456000015489,63989047
11,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,9,8.404888499997469,1.8511206250004761,0.1995788200001698,2.4488287000021955,0.26624440000159666,201209005
12,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,10,10.81252940000195,1.9716094000010345,0.19006693999835989,2.451559500001167,0.24942879999798606,469521477
13,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,9,8.391827799998282,1.8582095499996285,0.1913116199983051,2.4684875999992073,0.2591865999966103,499635468
14,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,10,10.818548700000974,1.971755739999935,0.19125984000056634,2.4494862999999896,0.256755800000974,56985561
15,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,9,8.406479299999774,1.8533433249995142,0.1981392000008782,2.452084799999284,0.2692864999989979,427000596
16,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,10,10.857708999999886,1.9775423200007936,0.19331448000084492,2.4516726000001654,0.2456493000026967,900911954
17,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,9,8.418878599997697,1.8530713000000105,0.20070784000054118,2.450773799999297,0.2686963000014657,473392624
18,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,10,10.79210129999774,1.9717836800016812,0.18592614000081084,2.4506529000027513,0.25720560000263504,964669077
19,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,9,8.360475800000131,1.8526884749999226,0.18945286000089254,2.451565399998799,0.259684799999377,597409992
20,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,10,10.823668499997439,1.9726914400001987,0.19129210000028252,2.454508499999065,0.2627390999987256,13955983
21,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,9,8.374919599998975,1.852003899999545,0.19301806000003124,2.451610399999481,0.25039599999945494,342865762
22,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,10,10.785918800000218,1.9723824599997897,0.18429959999994025,2.4522548999993887,0.24904650000098627,907557512
23,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,9,8.472530099999858,1.851907674999893,0.21245363999842085,2.4498406999991857,0.35717619999923045,730682427
24,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,10,10.869406600002549,1.9742719200003194,0.19883568000004742,2.4625321999992593,0.279782300000079,596724164
25,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,9,8.362167600000248,1.8513055250004982,0.19090398000043934,2.4501894999993965,0.25661200000104145,333889688
26,MCTS_C2.0,Baseline_Greedy,MCTS_C2.0,agent1,13,13.791798799997196,1.759268357142511,0.24562158333234643,2.4523057000005792,0.3742706000011822,462382781
27,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,9,8.378618099999585,1.852497724999921,0.19335121999902186,2.4527746999992814,0.2615585999992618,722831292
28,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,10,10.780545599998732,1.9740262399995117,0.18153445999923862,2.4587279000006674,0.23946100000102888,219494902
29,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,9,8.385458000000654,1.8513890000012907,0.19549066000108722,2.4489862000009452,0.27223489999960293,199170184
30,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,10,10.84068870000192,1.9709439199999905,0.19664798000012523,2.451539400000911,0.26944210000146995,815887678
31,MCTS_C2.0,Baseline_Greedy,Baseline_Greedy,agent1,9,8.382150299999921,1.851407425000616,0.19494186000010813,2.4500256000028457,0.2572027000023809,207696843
