game_id,agent1_name,agent2_name,winner,starter,total_moves,total_duration,agent1_avg_time,agent2_avg_time,agent1_max_time,agent2_max_time,seed
35,MINIMAX_d2_tb1s,MINIMAX_d2_tb1s_bis,MINIMAX_d2_tb1s,agent1,22,81.76803340000333,3.6011183818191057,3.8318435000017583,16.567280799994478,29.170901900011813,93309105
36,MINIMAX_d2_tb1s,MINIMAX_d2_tb1s_bis,MINIMAX_d2_tb1s_bis,agent1,22,81.47416510000767,3.78585666363572,3.6203719999982487,26.11850980001327,19.301053499992122,986607411
37,MINIMAX_d2_tb1s,MINIMAX_d2_tb1s_bis,MINIMAX_d2_tb1s,agent1,22,81.1925906999968,4.264287845457809,3.1163356454529674,22.931279100012034,21.92868169999565,268062140
38,MINIMAX_d2_tb1s,MINIMAX_d2_tb1s_bis,MINIMAX_d2_tb1s_bis,agent1,22,71.68256829999154,3.4363990545468615,3.0796589181819316,26.553642800005036,13.361708199998247,812896393
39,MINIMAX_d2_tb1s,MINIMAX_d2_tb1s_bis,MINIMAX_d2_tb1s,agent1,18,55.79493029999139,4.606026088893284,1.5927794555544905,21.80677999999898,9.070841599997948,169222132
40,MINIMAX_d2_tb1s,MINIMAX_d2_tb1s_bis,MINIMAX_d2_tb1s_bis,agent1,22,58.44827599999553,3.560700699997886,1.7518692363625055,29.603077199994004,10.074164499994367,629595552
41,MINIMAX_d2_tb1s,MINIMAX_d2_tb1s_bis,MINIMAX_d2_tb1s_bis,agent1,23,64.5185041000077,2.923616309090655,2.6959923833334565,10.652768200001447,21.78085570000985,776605304
42,MINIMAX_d2_tb1s,MINIMAX_d2_tb1s_bis,MINIMAX_d2_tb1s_bis,agent1,22,73.72645120001107,2.8951446000005077,3.806632536364222,20.18825029999425,21.855130500000087,412936598
43,MINIMAX_d2_tb1s,MINIMAX_d2_tb1s_bis,MINIMAX_d2_tb1s,agent1,24,87.65056039999763,4.020899541663918,3.2826658583338335,17.318361900004675,25.7492351999972,149368553
44,MINIMAX_d2_tb1s,MINIMAX_d2_tb1s_bis,MINIMAX_d2_tb1s,agent1,19,88.64061020000372,3.893007809997653,5.522710444447714,21.52587019999919,24.16058610001346,98407116
